,qseqid,qstart,qend,qlen,sseqid,sstart,send,length,gaps,nident,aligned_pairs,query_coverage,percent_identity
3211,NZ_LR134333.1.3736,1,1018,1020,NZ_LR134215.1,2461361,2462441,1084,69,932,1015,0.9950980392156863,0.9137254901960784
3212,NZ_LR134333.1.3737,3,1018,1020,NZ_LR134215.1,2462446,2463462,1018,3,847,1015,0.9950980392156863,0.8303921568627451
3213,NZ_LR134333.1.3738,3,1018,1020,NZ_LR134215.1,2463467,2464484,1019,4,798,1015,0.9950980392156863,0.7823529411764706
3218,NZ_LR134333.1.3741,1,1018,1020,NZ_LR134215.1,2466288,2467304,1022,9,778,1013,0.9931372549019608,0.7627450980392156
3220,NZ_LR134333.1.3744,3,737,1020,NZ_LR134215.1,2475038,2475771,738,7,573,731,0.7166666666666667,0.5617647058823529
3222,NZ_LR134333.1.3745,1,1018,1020,NZ_LR134215.1,2475934,2476950,1018,1,880,1017,0.9970588235294118,0.8627450980392157
3228,NZ_LR134333.1.3751,3,1020,1020,NZ_LR134215.1,2479924,2480941,1018,0,814,1018,0.9980392156862745,0.7980392156862746
3229,NZ_LR134333.1.3752,3,919,1020,NZ_LR134215.1,2480944,2481863,929,21,645,908,0.8901960784313725,0.6323529411764706
3230,NZ_LR134333.1.3753,212,1020,1020,NZ_LR134215.1,2482177,2482999,823,14,607,809,0.7931372549019607,0.5950980392156863
3231,NZ_LR134333.1.3754,3,1018,1020,NZ_LR134215.1,2483002,2484040,1050,45,757,1005,0.9852941176470589,0.7421568627450981
3234,NZ_LR134333.1.3757,130,1020,1020,NZ_LR134215.1,2485498,2486388,897,12,695,885,0.8676470588235294,0.6813725490196079
3237,NZ_LR134333.1.3759,1,999,1020,NZ_LR134215.1,2487529,2488519,1025,60,678,965,0.946078431372549,0.6647058823529411
3240,NZ_LR134333.1.3761,1,1020,1020,NZ_LR134215.1,2489391,2490412,1055,68,703,987,0.9676470588235294,0.6892156862745098
3242,NZ_LR134333.1.3763,3,967,1020,NZ_LR134215.1,2491412,2492376,966,2,738,964,0.9450980392156862,0.7235294117647059
3243,NZ_LR134333.1.3764,300,1020,1020,NZ_LR134215.1,2493001,2493774,777,59,528,718,0.703921568627451,0.5176470588235295
3244,NZ_LR134333.1.3765,15,1020,1020,NZ_LR134215.1,2493789,2494794,1006,0,847,1006,0.9862745098039216,0.8303921568627451
3245,NZ_LR134333.1.3766,1,1018,1020,NZ_LR134215.1,2494795,2495812,1020,4,837,1016,0.996078431372549,0.8205882352941176
3246,NZ_LR134333.1.3767,5,1020,1020,NZ_LR134215.1,2495819,2496846,1030,16,781,1014,0.9941176470588236,0.765686274509804
3247,NZ_LR134333.1.3768,1,834,1020,NZ_LR134215.1,2496847,2497683,837,3,648,834,0.8176470588235294,0.6352941176470588
3248,NZ_LR134333.1.3769,11,1009,1020,NZ_LR134215.1,2497878,2498879,1007,13,709,994,0.9745098039215686,0.6950980392156862
3252,NZ_LR134333.1.3773,21,945,1020,NZ_LR134215.1,2500207,2501130,930,11,701,919,0.9009803921568628,0.6872549019607843
3253,NZ_LR134333.1.3774,16,950,1020,NZ_LR134215.1,2501204,2502141,952,31,667,921,0.9029411764705882,0.653921568627451
3262,NZ_LR134333.1.3780,76,1020,1020,NZ_LR134215.1,2504107,2505019,977,96,661,881,0.8637254901960785,0.6480392156862745
3263,NZ_LR134333.1.3781,41,826,1020,NZ_LR134215.1,2505060,2505845,788,4,581,784,0.7686274509803922,0.5696078431372549
3264,NZ_LR134333.1.3782,1,1015,1020,NZ_LR134215.1,2506028,2507036,1018,12,768,1006,0.9862745098039216,0.7529411764705882
3265,NZ_LR134333.1.3783,224,972,1020,NZ_LR134215.1,2507238,2507986,750,2,593,748,0.7333333333333333,0.5813725490196079
3268,NZ_LR134333.1.3786,67,1020,1020,NZ_LR134215.1,2508197,2509148,954,2,779,952,0.9333333333333333,0.7637254901960784
3270,NZ_LR134333.1.3788,69,1020,1020,NZ_LR134215.1,2510103,2511054,955,6,768,949,0.9303921568627451,0.7529411764705882
3271,NZ_LR134333.1.3789,1,1020,1020,NZ_LR134215.1,2511055,2512074,1021,2,830,1019,0.9990196078431373,0.8137254901960784
3272,NZ_LR134333.1.3790,1,1018,1020,NZ_LR134215.1,2512075,2513092,1021,6,789,1015,0.9950980392156863,0.7735294117647059
3273,NZ_LR134333.1.3791,2,976,1020,NZ_LR134215.1,2513096,2514070,979,8,682,971,0.9519607843137254,0.6686274509803921
76,NZ_LR134333.1.38,1,1020,1020,NZ_LR134215.1,3855385,3856450,1072,58,936,1014,0.9941176470588236,0.9176470588235294
3279,NZ_LR134333.1.3803,1,906,1020,NZ_LR134215.1,944633,943728,906,0,744,906,0.888235294117647,0.7294117647058823
3283,NZ_LR134333.1.3810,210,1020,1020,NZ_LR134215.1,1469851,1470661,818,14,597,804,0.788235294117647,0.5852941176470589
3284,NZ_LR134333.1.3811,1,1020,1020,NZ_LR134215.1,1470662,1471680,1021,3,797,1018,0.9980392156862745,0.7813725490196078
3299,NZ_LR134333.1.3864,45,1020,1020,NZ_LR134215.1,780183,779183,1017,57,680,960,0.9411764705882353,0.6666666666666666
3300,NZ_LR134333.1.3865,1,1020,1020,NZ_LR134215.1,779182,778163,1021,2,800,1019,0.9990196078431373,0.7843137254901961
3301,NZ_LR134333.1.3866,1,1019,1020,NZ_LR134215.1,778162,777158,1029,34,708,995,0.9754901960784313,0.6941176470588235
3306,NZ_LR134333.1.3874,186,933,1020,NZ_LR134215.1,2521010,2521758,750,3,607,747,0.7323529411764705,0.5950980392156863
3308,NZ_LR134333.1.3877,187,1020,1020,NZ_LR134215.1,2524465,2525298,836,4,619,832,0.8156862745098039,0.6068627450980392
3309,NZ_LR134333.1.3878,1,730,1020,NZ_LR134215.1,2525299,2526029,737,13,583,724,0.7098039215686275,0.5715686274509804
78,NZ_LR134333.1.39,1,1020,1020,NZ_LR134215.1,3856451,3857466,1024,12,924,1012,0.9921568627450981,0.9058823529411765
3311,NZ_LR134333.1.3903,1,1009,1020,NZ_LR134215.1,2527385,2528365,1017,44,707,973,0.953921568627451,0.6931372549019608
3312,NZ_LR134333.1.3904,3,889,1020,NZ_LR134215.1,2528379,2529265,893,12,648,881,0.8637254901960785,0.6352941176470588
3313,NZ_LR134333.1.3905,170,1019,1020,NZ_LR134215.1,2529566,2530415,857,14,606,843,0.8264705882352941,0.5941176470588235
3314,NZ_LR134333.1.3906,21,961,1020,NZ_LR134215.1,2530438,2531378,943,4,678,939,0.9205882352941176,0.6647058823529411
3315,NZ_LR134333.1.3907,4,979,1020,NZ_LR134215.1,2531441,2532416,982,12,724,970,0.9509803921568627,0.7098039215686275
3318,NZ_LR134333.1.3910,1,1020,1020,NZ_LR134215.1,2534264,2535280,1021,5,851,1016,0.996078431372549,0.8343137254901961
3320,NZ_LR134333.1.3912,148,1020,1020,NZ_LR134215.1,2536458,2537330,886,26,614,860,0.8431372549019608,0.6019607843137255
3321,NZ_LR134333.1.3913,1,1020,1020,NZ_LR134215.1,2537331,2538352,1026,10,773,1016,0.996078431372549,0.7578431372549019
3322,NZ_LR134333.1.3914,1,1017,1020,NZ_LR134215.1,2538353,2539362,1037,47,756,990,0.9705882352941176,0.7411764705882353
3323,NZ_LR134333.1.3915,40,997,1020,NZ_LR134215.1,2539414,2540365,960,10,684,950,0.9313725490196079,0.6705882352941176
3324,NZ_LR134333.1.3916,1,990,1020,NZ_LR134215.1,2540389,2541378,992,4,758,988,0.9686274509803922,0.7431372549019608
3325,NZ_LR134333.1.3917,4,985,1020,NZ_LR134215.1,2541415,2542396,995,26,731,969,0.95,0.7166666666666667
3326,NZ_LR134333.1.3918,1,1019,1020,NZ_LR134215.1,2542436,2543463,1035,23,769,1012,0.9921568627450981,0.753921568627451
3327,NZ_LR134333.1.3919,7,1020,1020,NZ_LR134215.1,2543471,2544485,1016,3,801,1013,0.9931372549019608,0.7852941176470588
3328,NZ_LR134333.1.3920,1,1019,1020,NZ_LR134215.1,2544486,2545507,1023,5,804,1018,0.9980392156862745,0.788235294117647
3329,NZ_LR134333.1.3921,1,1011,1020,NZ_LR134215.1,2545509,2546520,1015,7,766,1008,0.9882352941176471,0.7509803921568627
3330,NZ_LR134333.1.3922,32,1020,1020,NZ_LR134215.1,2546564,2547561,1001,15,706,986,0.9666666666666667,0.692156862745098
3331,NZ_LR134333.1.3923,109,1017,1020,NZ_LR134215.1,2547673,2548571,919,30,662,889,0.8715686274509804,0.6490196078431373
3332,NZ_LR134333.1.3924,1,895,1020,NZ_LR134215.1,2548575,2549469,895,0,722,895,0.8774509803921569,0.707843137254902
3334,NZ_LR134333.1.3926,2,1014,1020,NZ_LR134215.1,3041461,3042476,1020,11,698,1009,0.9892156862745098,0.6843137254901961
3335,NZ_LR134333.1.3927,245,1020,1020,NZ_LR134215.1,2549574,2550350,777,1,589,776,0.7607843137254902,0.5774509803921568
3336,NZ_LR134333.1.3928,3,1018,1020,NZ_LR134215.1,2550353,2551368,1016,0,836,1016,0.996078431372549,0.8196078431372549
3337,NZ_LR134333.1.3929,3,914,1020,NZ_LR134215.1,2551373,2552282,915,8,716,907,0.8892156862745098,0.7019607843137254
3338,NZ_LR134333.1.3930,98,1020,1020,NZ_LR134215.1,2552424,2553347,925,3,696,922,0.903921568627451,0.6823529411764706
3341,NZ_LR134333.1.3932,1,1014,1020,NZ_LR134215.1,2554219,2555232,1014,0,855,1014,0.9941176470588236,0.8382352941176471
3347,NZ_LR134333.1.3935,2,994,1020,NZ_LR134215.1,2555667,2556659,997,8,790,989,0.9696078431372549,0.7745098039215687
3348,NZ_LR134333.1.3936,1,1016,1020,NZ_LR134215.1,2556684,2557740,1070,67,753,1003,0.9833333333333333,0.7382352941176471
572,NZ_LR134333.1.394,1,893,1020,NZ_LR134215.1,2836099,2835204,904,19,634,885,0.8676470588235294,0.6215686274509804
3353,NZ_LR134333.1.3940,1,1020,1020,NZ_LR134215.1,2560535,2561554,1021,2,806,1019,0.9990196078431373,0.7901960784313725
3354,NZ_LR134333.1.3941,2,1013,1020,NZ_LR134215.1,2561556,2562567,1015,6,787,1009,0.9892156862745098,0.7715686274509804
3355,NZ_LR134333.1.3942,1,1020,1020,NZ_LR134215.1,2562575,2563594,1024,8,774,1016,0.996078431372549,0.7588235294117647
3356,NZ_LR134333.1.3943,2,1020,1020,NZ_LR134215.1,2563596,2564617,1022,3,837,1019,0.9990196078431373,0.8205882352941176
3357,NZ_LR134333.1.3944,1,1020,1020,NZ_LR134215.1,2564618,2565637,1023,6,834,1017,0.9970588235294118,0.8176470588235294
3358,NZ_LR134333.1.3945,2,1017,1020,NZ_LR134215.1,2565639,2566654,1017,2,818,1015,0.9950980392156863,0.8019607843137255
3359,NZ_LR134333.1.3946,1,1020,1020,NZ_LR134215.1,2566658,2567691,1035,16,723,1019,0.9990196078431373,0.7088235294117647
3360,NZ_LR134333.1.3947,20,1020,1020,NZ_LR134215.1,2567711,2568711,1008,14,716,994,0.9745098039215686,0.7019607843137254
573,NZ_LR134333.1.395,7,777,1020,NZ_LR134215.1,2950421,2949648,785,25,536,760,0.7450980392156863,0.5254901960784314
3364,NZ_LR134333.1.3951,5,1005,1020,NZ_LR134215.1,2570592,2571592,1003,4,750,999,0.9794117647058823,0.7352941176470589
3365,NZ_LR134333.1.3952,2,1020,1020,NZ_LR134215.1,2571609,2572627,1020,2,810,1018,0.9980392156862745,0.7941176470588235
3368,NZ_LR134333.1.3956,1,1020,1020,NZ_LR134215.1,2575675,2576631,1026,75,865,951,0.9323529411764706,0.8480392156862745
3369,NZ_LR134333.1.3957,1,981,1020,NZ_LR134215.1,2576632,2577611,982,3,903,979,0.9598039215686275,0.8852941176470588
3373,NZ_LR134333.1.3960,1,1006,1020,NZ_LR134215.1,2578813,2579818,1006,0,783,1006,0.9862745098039216,0.7676470588235295
3374,NZ_LR134333.1.3961,21,1020,1020,NZ_LR134215.1,2579855,2580855,1006,11,786,995,0.9754901960784313,0.7705882352941177
3376,NZ_LR134333.1.3963,41,1019,1020,NZ_LR134215.1,2581199,2582177,979,0,790,979,0.9598039215686275,0.7745098039215687
3377,NZ_LR134333.1.3964,1,824,1020,NZ_LR134215.1,2582179,2583002,824,0,649,824,0.807843137254902,0.6362745098039215
3378,NZ_LR134333.1.3965,133,1020,1020,NZ_LR134215.1,2583350,2584236,894,13,718,881,0.8637254901960785,0.703921568627451
3380,NZ_LR134333.1.3966,1,1020,1020,NZ_LR134215.1,2584237,2585258,1022,2,841,1020,1.0,0.8245098039215686
3381,NZ_LR134333.1.3967,1,1020,1020,NZ_LR134215.1,2585259,2586278,1020,0,927,1020,1.0,0.9088235294117647
3382,NZ_LR134333.1.3968,1,1006,1020,NZ_LR134215.1,2586279,2587296,1028,32,863,996,0.9764705882352941,0.846078431372549
3385,NZ_LR134333.1.3974,12,1014,1020,NZ_LR134215.1,2589292,2590294,1009,12,751,997,0.9774509803921568,0.7362745098039216
3386,NZ_LR134333.1.3975,4,1020,1020,NZ_LR134215.1,2590304,2591370,1085,86,706,999,0.9794117647058823,0.692156862745098
3387,NZ_LR134333.1.3976,20,1019,1020,NZ_LR134215.1,2591390,2592386,1003,9,761,994,0.9745098039215686,0.746078431372549
3389,NZ_LR134333.1.3977,1,1019,1020,NZ_LR134215.1,2592388,2593406,1024,10,824,1014,0.9941176470588236,0.807843137254902
3390,NZ_LR134333.1.3978,5,1019,1020,NZ_LR134215.1,2593412,2594426,1018,6,828,1012,0.9921568627450981,0.8117647058823529
3393,NZ_LR134333.1.3980,3,1020,1020,NZ_LR134215.1,2595549,2596571,1025,9,851,1016,0.996078431372549,0.8343137254901961
3394,NZ_LR134333.1.3981,1,1020,1020,NZ_LR134215.1,2596572,2597591,1021,2,819,1019,0.9990196078431373,0.8029411764705883
3395,NZ_LR134333.1.3982,15,1020,1020,NZ_LR134215.1,2597606,2598652,1053,53,797,1000,0.9803921568627451,0.7813725490196078
3396,NZ_LR134333.1.3983,1,1020,1020,NZ_LR134215.1,2598653,2599672,1020,0,827,1020,1.0,0.8107843137254902
3398,NZ_LR134333.1.3986,40,1020,1020,NZ_LR134215.1,2601551,2602551,1020,58,746,962,0.9431372549019608,0.7313725490196078
3399,NZ_LR134333.1.3987,1,866,1020,NZ_LR134215.1,2602552,2603377,873,54,709,819,0.8029411764705883,0.6950980392156862
3400,NZ_LR134333.1.3988,4,1000,1020,NZ_LR134215.1,2603537,2604532,998,3,817,995,0.9754901960784313,0.8009803921568628
3401,NZ_LR134333.1.3989,100,1018,1020,NZ_LR134215.1,2604657,2605577,922,4,694,918,0.9,0.6803921568627451
3402,NZ_LR134333.1.3990,174,1003,1020,NZ_LR134215.1,2605750,2606578,843,27,559,816,0.8,0.5480392156862746
3403,NZ_LR134333.1.3991,4,764,1020,NZ_LR134215.1,2606599,2607359,770,18,572,752,0.7372549019607844,0.5607843137254902
3404,NZ_LR134333.1.3992,48,1020,1020,NZ_LR134215.1,2607663,2608648,990,21,680,969,0.95,0.6666666666666666
3406,NZ_LR134333.1.3995,1,1019,1020,NZ_LR134215.1,2609601,2610619,1019,0,871,1019,0.9990196078431373,0.8539215686274509
3407,NZ_LR134333.1.3996,1,1019,1020,NZ_LR134215.1,2610621,2611639,1022,6,851,1016,0.996078431372549,0.8343137254901961
3409,NZ_LR134333.1.3997,1,1018,1020,NZ_LR134215.1,2611641,2612695,1078,83,799,995,0.9754901960784313,0.7833333333333333
35,NZ_LR134333.1.4,1,892,1020,NZ_LR134215.1,3826292,3827190,906,21,806,885,0.8676470588235294,0.7901960784313725
3411,NZ_LR134333.1.4001,278,1020,1020,NZ_LR134215.1,2612862,2613604,744,2,567,742,0.7274509803921568,0.5558823529411765
3412,NZ_LR134333.1.4002,2,921,1020,NZ_LR134215.1,2613606,2614525,923,6,665,917,0.8990196078431373,0.6519607843137255
3413,NZ_LR134333.1.4003,257,1018,1020,NZ_LR134215.1,2614906,2615659,763,10,630,753,0.7382352941176471,0.6176470588235294
3414,NZ_LR134333.1.4004,163,1020,1020,NZ_LR134215.1,2615834,2616691,865,14,636,851,0.8343137254901961,0.6235294117647059
3415,NZ_LR134333.1.4005,47,1020,1020,NZ_LR134215.1,2616737,2617708,974,2,800,972,0.9529411764705882,0.7843137254901961
3416,NZ_LR134333.1.4006,3,1019,1020,NZ_LR134215.1,2617711,2618722,1019,9,838,1010,0.9901960784313726,0.8215686274509804
3419,NZ_LR134333.1.4011,3,974,1020,NZ_LR134215.1,2620188,2621197,1017,52,683,965,0.946078431372549,0.6696078431372549
3420,NZ_LR134333.1.4012,1,1020,1020,NZ_LR134215.1,2621244,2622266,1030,17,722,1013,0.9931372549019608,0.707843137254902
3421,NZ_LR134333.1.4013,1,1020,1020,NZ_LR134215.1,2622267,2623290,1029,14,787,1015,0.9950980392156863,0.7715686274509804
3422,NZ_LR134333.1.4014,10,1019,1020,NZ_LR134215.1,2623300,2624324,1037,39,722,998,0.9784313725490196,0.707843137254902
3425,NZ_LR134333.1.4016,2,1020,1020,NZ_LR134215.1,2625280,2626296,1019,2,828,1017,0.9970588235294118,0.8117647058823529
3429,NZ_LR134333.1.4017,1,1020,1020,NZ_LR134215.1,2626297,2627317,1022,3,826,1019,0.9990196078431373,0.8098039215686275
3431,NZ_LR134333.1.4018,1,790,1020,NZ_LR134215.1,2627318,2628107,790,0,629,790,0.7745098039215687,0.6166666666666667
3434,NZ_LR134333.1.4022,89,1020,1020,NZ_LR134215.1,2629027,2629958,934,4,709,930,0.9117647058823529,0.6950980392156862
3435,NZ_LR134333.1.4023,1,1020,1020,NZ_LR134215.1,2629959,2630989,1041,31,729,1010,0.9901960784313726,0.7147058823529412
3436,NZ_LR134333.1.4024,3,1016,1020,NZ_LR134215.1,2630992,2632005,1019,10,842,1009,0.9892156862745098,0.8254901960784313
3437,NZ_LR134333.1.4025,1,1020,1020,NZ_LR134215.1,2632010,2633031,1026,10,801,1016,0.996078431372549,0.7852941176470588
3441,NZ_LR134333.1.4027,1,885,1020,NZ_LR134215.1,2634128,2635010,886,4,660,882,0.8647058823529412,0.6470588235294118
3443,NZ_LR134333.1.4029,2,1020,1020,NZ_LR134215.1,2636257,2637191,1023,92,713,931,0.9127450980392157,0.6990196078431372
3446,NZ_LR134333.1.4032,3,1020,1020,NZ_LR134215.1,2638925,2639942,1018,0,835,1018,0.9980392156862745,0.8186274509803921
3454,NZ_LR134333.1.4039,10,1019,1020,NZ_LR134215.1,2650239,2651250,1021,20,753,1001,0.9813725490196078,0.7382352941176471
3462,NZ_LR134333.1.4047,1,1020,1020,NZ_LR134215.1,2656183,2657202,1035,30,757,1005,0.9852941176470589,0.7421568627450981
3463,NZ_LR134333.1.4048,11,1014,1020,NZ_LR134215.1,2657213,2658210,1010,18,731,992,0.9725490196078431,0.7166666666666667
3464,NZ_LR134333.1.4049,14,1020,1020,NZ_LR134215.1,2658230,2659236,1007,0,787,1007,0.9872549019607844,0.7715686274509804
3469,NZ_LR134333.1.4051,200,943,1020,NZ_LR134215.1,2660500,2661246,747,3,544,744,0.7294117647058823,0.5333333333333333
3475,NZ_LR134333.1.4054,3,1020,1020,NZ_LR134215.1,2662179,2663195,1019,3,745,1016,0.996078431372549,0.7303921568627451
3478,NZ_LR134333.1.4056,218,1016,1020,NZ_LR134215.1,1703676,1702878,802,6,589,796,0.7803921568627451,0.5774509803921568
3479,NZ_LR134333.1.4057,26,1018,1020,NZ_LR134215.1,1702848,1701856,995,4,768,991,0.9715686274509804,0.7529411764705882
3480,NZ_LR134333.1.4058,1,776,1020,NZ_LR134215.1,1701853,1701078,776,0,592,776,0.7607843137254902,0.5803921568627451
3481,NZ_LR134333.1.4059,2,742,1020,NZ_LR134215.1,2357714,2356974,752,22,502,730,0.7156862745098039,0.492156862745098
3482,NZ_LR134333.1.4061,191,1020,1020,NZ_LR134215.1,2663592,2664421,843,26,584,817,0.8009803921568628,0.5725490196078431
3485,NZ_LR134333.1.4063,1,994,1020,NZ_LR134215.1,2665443,2666435,996,5,787,991,0.9715686274509804,0.7715686274509804
3486,NZ_LR134333.1.4064,36,1020,1020,NZ_LR134215.1,2666497,2667481,985,0,765,985,0.9656862745098039,0.75
3487,NZ_LR134333.1.4065,3,992,1020,NZ_LR134215.1,2667484,2668473,993,6,768,987,0.9676470588235294,0.7529411764705882
3489,NZ_LR134333.1.4067,1,995,1020,NZ_LR134215.1,2672456,2673450,995,0,844,995,0.9754901960784313,0.8274509803921568
3490,NZ_LR134333.1.4069,97,1018,1020,NZ_LR134215.1,2673682,2674603,922,0,727,922,0.903921568627451,0.7127450980392157
3494,NZ_LR134333.1.4074,1,1018,1020,NZ_LR134215.1,2675223,2676240,1033,30,772,1003,0.9833333333333333,0.7568627450980392
3497,NZ_LR134333.1.4076,50,989,1020,NZ_LR134215.1,2677349,2678288,941,2,701,939,0.9205882352941176,0.6872549019607843
3499,NZ_LR134333.1.4078,51,863,1020,NZ_LR134215.1,2679396,2680208,816,6,592,810,0.7941176470588235,0.5803921568627451
3501,NZ_LR134333.1.4080,1,1017,1020,NZ_LR134215.1,2681431,2682392,1022,65,784,957,0.9382352941176471,0.7686274509803922
3502,NZ_LR134333.1.4081,1,1020,1020,NZ_LR134215.1,2682396,2683415,1020,0,865,1020,1.0,0.8480392156862745
3507,NZ_LR134333.1.4085,64,1020,1020,NZ_LR134215.1,2684297,2685266,992,57,688,935,0.9166666666666666,0.6745098039215687
3509,NZ_LR134333.1.4088,1,1020,1020,NZ_LR134215.1,2687298,2688306,1032,35,760,997,0.9774509803921568,0.7450980392156863
3510,NZ_LR134333.1.4089,1,1020,1020,NZ_LR134215.1,2688307,2689329,1029,15,762,1014,0.9941176470588236,0.7470588235294118
3512,NZ_LR134333.1.4091,158,1018,1020,NZ_LR134215.1,2689960,2690820,861,0,701,861,0.8441176470588235,0.6872549019607843
3517,NZ_LR134333.1.4099,1,1018,1020,NZ_LR134215.1,2692601,2693637,1042,29,774,1013,0.9931372549019608,0.7588235294117647
84,NZ_LR134333.1.41,2,1020,1020,NZ_LR134215.1,3858414,3859446,1033,14,750,1019,0.9990196078431373,0.7352941176470589
3519,NZ_LR134333.1.4100,1,1018,1020,NZ_LR134215.1,2693640,2694657,1023,10,764,1013,0.9931372549019608,0.7490196078431373
3520,NZ_LR134333.1.4101,3,1020,1020,NZ_LR134215.1,2694662,2695671,1021,14,786,1007,0.9872549019607844,0.7705882352941177
3521,NZ_LR134333.1.4102,1,1020,1020,NZ_LR134215.1,2695672,2696609,1024,90,747,934,0.9156862745098039,0.7323529411764705
3522,NZ_LR134333.1.4103,2,808,1020,NZ_LR134215.1,2696611,2697423,813,6,602,807,0.7911764705882353,0.5901960784313726
3524,NZ_LR134333.1.4108,1,1018,1020,NZ_LR134215.1,2697701,2698713,1021,11,800,1010,0.9901960784313726,0.7843137254901961
3531,NZ_LR134333.1.4116,2,1020,1020,NZ_LR134215.1,2701457,2702475,1019,0,857,1019,0.9990196078431373,0.8401960784313726
3532,NZ_LR134333.1.4117,2,1020,1020,NZ_LR134215.1,2702477,2703488,1027,23,779,1004,0.984313725490196,0.7637254901960784
3533,NZ_LR134333.1.4119,55,1019,1020,NZ_LR134215.1,2703700,2704664,977,24,691,953,0.9343137254901961,0.6774509803921569
3535,NZ_LR134333.1.4121,11,1020,1020,NZ_LR134215.1,2705696,2706705,1022,24,772,998,0.9784313725490196,0.7568627450980392
3538,NZ_LR134333.1.4123,1,949,1020,NZ_LR134215.1,2707607,2708554,951,5,748,946,0.9274509803921569,0.7333333333333333
3541,NZ_LR134333.1.4125,66,966,1020,NZ_LR134215.1,3010694,3011594,908,14,632,894,0.8764705882352941,0.6196078431372549
3545,NZ_LR134333.1.4141,1,818,1020,NZ_LR134215.1,2710849,2711666,823,10,627,813,0.7970588235294118,0.6147058823529412
3546,NZ_LR134333.1.4142,18,752,1020,NZ_LR134215.1,2711813,2712547,742,14,541,728,0.7137254901960784,0.5303921568627451
3547,NZ_LR134333.1.4143,1,1020,1020,NZ_LR134215.1,2715350,2716373,1033,22,748,1011,0.9911764705882353,0.7333333333333333
3548,NZ_LR134333.1.4144,2,1018,1020,NZ_LR134215.1,2716375,2717391,1020,6,768,1014,0.9941176470588236,0.7529411764705882
3549,NZ_LR134333.1.4145,3,1020,1020,NZ_LR134215.1,2717396,2718440,1075,87,732,988,0.9686274509803922,0.7176470588235294
3550,NZ_LR134333.1.4146,1,1019,1020,NZ_LR134215.1,2718441,2719471,1040,30,728,1010,0.9901960784313726,0.7137254901960784
3551,NZ_LR134333.1.4147,1,968,1020,NZ_LR134215.1,2719473,2720434,969,8,724,961,0.942156862745098,0.7098039215686275
3552,NZ_LR134333.1.4148,120,1020,1020,NZ_LR134215.1,2720604,2721503,904,7,699,897,0.8794117647058823,0.6852941176470588
3554,NZ_LR134333.1.4149,2,1020,1020,NZ_LR134215.1,2721505,2722523,1026,14,802,1012,0.9921568627450981,0.7862745098039216
3555,NZ_LR134333.1.4150,1,990,1020,NZ_LR134215.1,2722524,2723513,991,2,775,989,0.9696078431372549,0.7598039215686274
3556,NZ_LR134333.1.4151,1,918,1020,NZ_LR134215.1,2723544,2724458,926,19,647,907,0.8892156862745098,0.634313725490196
3559,NZ_LR134333.1.4153,1,1020,1020,NZ_LR134215.1,2725462,2726479,1023,8,816,1015,0.9950980392156863,0.8
3565,NZ_LR134333.1.4157,11,1014,1020,NZ_LR134215.1,2728345,2729348,1004,0,780,1004,0.984313725490196,0.7647058823529411
3581,NZ_LR134333.1.4159,23,1020,1020,NZ_LR134215.1,2730495,2731493,1011,25,780,986,0.9666666666666667,0.7647058823529411
3588,NZ_LR134333.1.4160,1,1020,1020,NZ_LR134215.1,2731494,2732516,1026,9,874,1017,0.9970588235294118,0.8568627450980392
3589,NZ_LR134333.1.4161,1,953,1020,NZ_LR134215.1,2732517,2733468,953,1,776,952,0.9333333333333333,0.7607843137254902
3593,NZ_LR134333.1.4163,6,1020,1020,NZ_LR134215.1,2734648,2735594,1017,72,732,945,0.9264705882352942,0.7176470588235294
3594,NZ_LR134333.1.4164,1,913,1020,NZ_LR134215.1,2735595,2736507,913,0,749,913,0.8950980392156863,0.734313725490196
3595,NZ_LR134333.1.4165,30,1020,1020,NZ_LR134215.1,2736628,2737620,996,8,774,988,0.9686274509803922,0.7588235294117647
3596,NZ_LR134333.1.4166,1,1020,1020,NZ_LR134215.1,2737621,2738640,1021,2,864,1019,0.9990196078431373,0.8470588235294118
3597,NZ_LR134333.1.4167,2,1020,1020,NZ_LR134215.1,2738642,2739660,1019,0,837,1019,0.9990196078431373,0.8205882352941176
3600,NZ_LR134333.1.4178,146,1017,1020,NZ_LR134215.1,2303776,2302905,875,6,618,869,0.8519607843137255,0.6058823529411764
3606,NZ_LR134333.1.4190,1,1018,1020,NZ_LR134215.1,2741078,2742095,1020,4,878,1016,0.996078431372549,0.8607843137254902
3607,NZ_LR134333.1.4191,1,1019,1020,NZ_LR134215.1,2742098,2743121,1030,17,815,1013,0.9931372549019608,0.7990196078431373
3608,NZ_LR134333.1.4192,1,1018,1020,NZ_LR134215.1,2743123,2744132,1022,16,837,1006,0.9862745098039216,0.8205882352941176
3609,NZ_LR134333.1.4193,2,1020,1020,NZ_LR134215.1,2744136,2745154,1019,0,846,1019,0.9990196078431373,0.8294117647058824
3610,NZ_LR134333.1.4194,1,1020,1020,NZ_LR134215.1,2745155,2746174,1020,0,857,1020,1.0,0.8401960784313726
3612,NZ_LR134333.1.4196,1,1020,1020,NZ_LR134215.1,2747156,2748176,1027,13,852,1014,0.9941176470588236,0.8352941176470589
3613,NZ_LR134333.1.4197,1,1020,1020,NZ_LR134215.1,2748177,2749196,1020,0,874,1020,1.0,0.8568627450980392
